,Civilité,Year,Type,section,Nationalité,ISO_code
58449,Miss,2012-2013,Master,Life Sciences and Technologies,Swiss,
58450,Mister,2012-2013,Master,Communication Systems,Swiss,
58451,Mister,2012-2013,Master,Architecture,Swiss,
58452,Miss,2012-2013,Master,Architecture,French,
58453,Miss,2012-2013,Master,Communication Systems,Cameroonian,
58454,Mister,2012-2013,Master,Civil Engineering,Moroccan,
58455,Miss,2012-2013,Master,Architecture,Swiss,
58456,Mister,2012-2013,Master,Architecture,Swiss,
58457,Mister,2012-2013,Master,Environmental Sciences and Engineering,Swiss,
58458,Mister,2012-2013,Master,Architecture,Swiss,
58459,Miss,2012-2013,Master,Bioengineering,Swiss,
58460,Mister,2012-2013,Master,Life Sciences and Technologies,Swiss,
58461,Mister,2012-2013,Master,Architecture,Swiss,
58462,Mister,2012-2013,Bachelor,Physics,Italian,
58463,Mister,2012-2013,Master,Architecture,Swiss,
58464,Miss,2012-2013,Master,Architecture,British,
58465,Miss,2012-2013,Master,Architecture,Swiss,
58466,Mister,2012-2013,Master,Mechanical Engineering,Swiss,
58467,Mister,2012-2013,Bachelor,Chemistry and Chemical Engineering,Russian,
58468,Mister,2012-2013,Master,Architecture,Swiss,
58469,Mister,2012-2013,Master,Architecture,French,
58470,Mister,2012-2013,Master,Civil Engineering,Swiss,
58471,Miss,2012-2013,Master,Architecture,Swiss,
58472,Mister,2012-2013,Bachelor,Communication Systems,Russian,
58473,Mister,2012-2013,Master,Mechanical Engineering,Jordanian,
58474,Miss,2012-2013,Master,Environmental Sciences and Engineering,French,
58475,Mister,2012-2013,Master,Computer Science,French,
58476,Mister,2012-2013,Master,Architecture,French,
58477,Mister,2012-2013,Master,Mechanical Engineering,Swiss,
58478,Mister,2012-2013,Master,Computer Science,French,
58479,Mister,2012-2013,Master,Communication Systems,Swiss,
58480,Mister,2012-2013,Bachelor,Architecture,British,
58481,Mister,2012-2013,Master,Environmental Sciences and Engineering,French,
58482,Miss,2012-2013,Master,Chemical Engineering and Biotechnology,French,
58483,Miss,2012-2013,Master,Architecture,French,
58484,Mister,2012-2013,Master,Microengineering,Swiss,
58485,Mister,2012-2013,Master,Architecture,French,
58486,Miss,2012-2013,Bachelor,Electrical and Electronics Engineering,ivoirienne,
58487,Mister,2012-2013,Master,Architecture,German,
58488,Mister,2012-2013,Master,Architecture,Swiss,
58489,Miss,2012-2013,Master,Bioengineering,Swiss,
58490,Miss,2012-2013,Master,Architecture,Swiss,
58491,Mister,2012-2013,Master,Architecture,Swiss,
58492,Mister,2012-2013,Master,Applied Mathematics,French,
58493,Mister,2012-2013,Bachelor,Physics,Swiss,
58494,Mister,2012-2013,Master,Environmental Sciences and Engineering,French,
58495,Miss,2012-2013,Bachelor,Physics,Turkish,
58496,Mister,2012-2013,Master,Energy Management and Sustainability,French,
58497,Mister,2012-2013,Master,Microengineering,Swiss,
58498,Mister,2012-2013,Master,Microengineering,French,
58499,Miss,2012-2013,Bachelor,Physics,Tunisian,
58500,Mister,2012-2013,Master,Life Sciences and Technologies,Swiss,
58501,Mister,2012-2013,Master,Life Sciences and Technologies,French,
58502,Mister,2012-2013,Master,Mechanical Engineering,French,
58503,Mister,2012-2013,Master,Microengineering,Swiss,
58504,Miss,2012-2013,Master,Architecture,Swiss,
58505,Mister,2012-2013,Bachelor,Physics,Swiss,
58506,Miss,2012-2013,Master,Architecture,Swiss,
58507,Mister,2012-2013,Bachelor,Architecture,Swiss,
58508,Mister,2012-2013,Bachelor,Architecture,French,
58509,Mister,2012-2013,Bachelor,Physics,Swiss,
58510,Mister,2012-2013,Master,Computer Science,Swiss,
58511,Mister,2012-2013,Master,Architecture,Swiss,
58512,Mister,2012-2013,Master,Mechanical Engineering,Austrian,
58513,Mister,2012-2013,Bachelor,Life Sciences and Technologies,Swiss,
58514,Mister,2012-2013,Bachelor,Mathematics,Swiss,
58515,Mister,2012-2013,Master,Mechanical Engineering,Swiss,
58516,Mister,2012-2013,Master,Computer Science,Swiss,
58517,Mister,2012-2013,Bachelor,Computer Science,Swiss,
58518,Miss,2012-2013,Master,Architecture,Swiss,
58519,Mister,2012-2013,Master,Architecture,French,
58520,Mister,2012-2013,Master,Architecture,Swiss,
58521,Mister,2012-2013,Master,Molecular & Biological Chemistry,Swiss,
58522,Mister,2012-2013,Master,Mechanical Engineering,Swiss,
58523,Mister,2012-2013,Master,Architecture,Swiss,
58524,Miss,2012-2013,Master,Architecture,Swiss,
58525,Mister,2012-2013,Master,Applied Physics,Swiss,
58526,Mister,2012-2013,Master,Civil Engineering,Swiss,
58527,Miss,2012-2013,Master,Architecture,Cambodian,
58528,Miss,2012-2013,Master,Architecture,Swiss,
58529,Mister,2012-2013,Master,Architecture,Swiss,
58530,Miss,2012-2013,Bachelor,Architecture,Swiss,
58531,Miss,2012-2013,Bachelor,Chemistry and Chemical Engineering,Swiss,
58532,Miss,2012-2013,Master,Architecture,Swiss,
58533,Mister,2012-2013,Master,Civil Engineering,Swiss,
58534,Mister,2012-2013,Master,Architecture,Swiss,
58535,Miss,2012-2013,Master,Architecture,Swiss,
58536,Mister,2012-2013,Master,Life Sciences and Technologies,Swiss,
58537,Mister,2012-2013,Master,Life Sciences and Technologies,Swiss,
58538,Mister,2012-2013,Master,Architecture,Swiss,
58539,Miss,2012-2013,Master,Architecture,Swiss,
58540,Mister,2012-2013,Master,Architecture,Swiss,
58541,Mister,2012-2013,Master,Mechanical Engineering,Swiss,
58542,Miss,2012-2013,Master,Architecture,American,
58543,Mister,2012-2013,Master,Communication Systems,French,
58544,Mister,2012-2013,Master,Communication Systems,Swiss,
58545,Mister,2012-2013,Master,Architecture,Swiss,
58546,Mister,2012-2013,Master,Microengineering,Swiss,
58547,Mister,2012-2013,Master,Civil Engineering,Swiss,
58548,Mister,2012-2013,Master,Communication Systems,Swiss,
58549,Miss,2012-2013,Master,Environmental Sciences and Engineering,Swiss,
58550,Miss,2012-2013,Master,Architecture,Swiss,
58551,Miss,2012-2013,Master,Architecture,Swiss,
58552,Mister,2012-2013,Bachelor,Microengineering,Swiss,
58553,Mister,2012-2013,Master,Bioengineering,Swiss,
58554,Mister,2012-2013,Master,Molecular & Biological Chemistry,Swiss,
58555,Miss,2012-2013,Master,Architecture,Swiss,
58556,Mister,2012-2013,Master,Communication Systems,Swiss,
58557,Miss,2012-2013,Master,Architecture,Swiss,
58558,Mister,2012-2013,Master,Architecture,Italian,
58559,Miss,2012-2013,Master,Communication Systems,Swiss,
58560,Mister,2012-2013,Passerelle HES,Passerelle HES,Swiss,
58561,Mister,2012-2013,Master,Communication Systems,Swiss,
58562,Mister,2012-2013,Master,Architecture,Belgian,
58563,Miss,2012-2013,Master,Architecture,Swiss,
58564,Mister,2012-2013,Master,Physics,Swiss,
58565,Mister,2012-2013,Master,Mechanical Engineering,Swiss,
58566,Miss,2012-2013,Master,Bioengineering,Swiss,
58567,Mister,2012-2013,Master,Architecture,British,
58568,Mister,2012-2013,Master,Architecture,Swiss,
58569,Miss,2012-2013,Master,Chemical Engineering and Biotechnology,Swiss,
58570,Mister,2012-2013,Master,Bioengineering,Swiss,
58571,Miss,2012-2013,Bachelor,Architecture,Swiss,
58572,Mister,2012-2013,Master,Life Sciences and Technologies,Swiss,
58573,Miss,2012-2013,Master,Architecture,Swiss,
58574,Mister,2012-2013,Master,Architecture,Swiss,
58575,Miss,2012-2013,Master,Architecture,Swiss,
58576,Miss,2012-2013,Master,Bioengineering,Swiss,
58577,Miss,2012-2013,Master,Civil Engineering,Swiss,
58578,Miss,2012-2013,Master,Bioengineering,Swiss,
58579,Mister,2012-2013,Master,Applied Physics,Swiss,
58580,Mister,2012-2013,Master,Mechanical Engineering,Swiss,
58581,Miss,2012-2013,Master,Architecture,Swiss,
58582,Miss,2012-2013,Master,Architecture,Swiss,
58583,Mister,2012-2013,Master,Environmental Sciences and Engineering,Swiss,
58584,Mister,2012-2013,Master,Mathematics,Swiss,
58585,Mister,2012-2013,Master,Materials Science and Engineering,Swiss,
58586,Mister,2012-2013,Master,Mechanical Engineering,Swiss,
58587,Mister,2012-2013,Bachelor,Architecture,Portuguese,
58588,Mister,2012-2013,Bachelor,Environmental Sciences and Engineering,French,
58589,Mister,2012-2013,Master,Life Sciences and Technologies,Swiss,
58590,Mister,2012-2013,Master,Life Sciences and Technologies,Swiss,
58591,Miss,2012-2013,Master,Bioengineering,Swiss,
58592,Mister,2012-2013,Master,Architecture,Swiss,
58593,Mister,2012-2013,Master,Mechanical Engineering,Egyptian,
58594,Mister,2012-2013,Bachelor,Life Sciences and Technologies,Swiss,
58595,Miss,2012-2013,Master,Architecture,Swiss,
58596,Miss,2012-2013,Master,Applied Physics,Swiss,
58597,Miss,2012-2013,Bachelor,Life Sciences and Technologies,Swiss,
58598,Mister,2012-2013,Master,Architecture,Spanish,
58599,Miss,2012-2013,Master,Life Sciences and Technologies,Greek,
58600,Mister,2012-2013,Bachelor,Mechanical Engineering,Iranian,
58601,Miss,2012-2013,Master,Bioengineering,South Korean,
58602,Mister,2012-2013,Master,Communication Systems,Russian,
58603,Mister,2012-2013,Master,Communication Systems,Swiss,
58604,Mister,2012-2013,Master,Applied Physics,Swiss,
58605,Miss,2012-2013,Master,Architecture,Swiss,
58606,Mister,2012-2013,Master,Microengineering,Swiss,
58607,Miss,2012-2013,Master,Architecture,Italian,
58608,Mister,2012-2013,Master,Physics,French,
58609,Mister,2012-2013,Bachelor,Mathematics,Swiss,
58610,Miss,2012-2013,Master,Applied Mathematics,Swiss,
58611,Miss,2012-2013,Master,Civil Engineering,malgache,
58612,Miss,2012-2013,Master,Architecture,Swiss,
58613,Miss,2012-2013,Master,Architecture,Spanish,
58614,Mister,2012-2013,Master,Bioengineering,Swiss,
58615,Mister,2012-2013,Master,Life Sciences and Technologies,Swiss,
58616,Miss,2012-2013,Master,Architecture,French,
58617,Mister,2012-2013,Master,Bioengineering,Swiss,
58618,Miss,2012-2013,Master,Architecture,Swiss,
58619,Mister,2012-2013,Master,Computer Science,Swiss,
58620,Miss,2012-2013,Master,Architecture,Swiss,
58621,Mister,2012-2013,Master,Civil Engineering,Swiss,
58622,Mister,2012-2013,Bachelor,Mechanical Engineering,Swiss,
58623,Mister,2012-2013,Master,Materials Science and Engineering,Swiss,
58624,Mister,2012-2013,Master,Physics,German,
58625,Miss,2012-2013,Master,Life Sciences and Technologies,Swiss,
58626,Mister,2012-2013,Master,Architecture,French,
58627,Mister,2012-2013,Master,Mechanical Engineering,Swiss,
58628,Miss,2012-2013,Master,Chemical Engineering and Biotechnology,Swiss,
58629,Miss,2012-2013,Master,Architecture,Swiss,
58630,Mister,2012-2013,Master,Architecture,Swiss,
58631,Mister,2012-2013,Bachelor,Life Sciences and Technologies,Swiss,
58632,Mister,2012-2013,Master,Architecture,French,
58633,Miss,2012-2013,Master,Environmental Sciences and Engineering,Swiss,
58634,Mister,2012-2013,Bachelor,Mathematics,Swiss,
58635,Mister,2012-2013,Master,Environmental Sciences and Engineering,Swiss,
58636,Mister,2012-2013,Master,Physics,Swiss,
58637,Mister,2012-2013,Master,Computer Science,Swiss,
58638,Mister,2012-2013,Master,Computer Science,Swiss,
58639,Mister,2012-2013,Master,Materials Science and Engineering,Swiss,
58640,Mister,2012-2013,Master,Communication Systems,Swiss,
58641,Miss,2012-2013,Master,Life Sciences and Technologies,Swiss,
58642,Miss,2012-2013,Master,Architecture,Swiss,
58643,Mister,2012-2013,Bachelor,Architecture,French,
58644,Mister,2012-2013,Master,Communication Systems,Swiss,
58645,Mister,2012-2013,Master,Architecture,Swiss,
58646,Mister,2012-2013,Master,Physics,Swiss,
58647,Mister,2012-2013,Master,Micro and Nanotechnologies for Integrated Systems,Swiss,
58648,Mister,2012-2013,Bachelor,Microengineering,French,
58649,Miss,2012-2013,Bachelor,Architecture,Swiss,
58650,Mister,2012-2013,Master,Architecture,Swiss,
58651,Miss,2012-2013,Master,Architecture,Swiss,
58652,Mister,2012-2013,Master,Architecture,Swiss,
58653,Mister,2012-2013,Master,Microengineering,Swiss,
58654,Mister,2012-2013,Bachelor,Architecture,Swiss,
58655,Mister,2012-2013,Master,Environmental Sciences and Engineering,French,
58656,Mister,2012-2013,Bachelor,Mechanical Engineering,Swiss,
58657,Miss,2012-2013,Master,Architecture,Swiss,
58658,Miss,2012-2013,Master,Civil Engineering,Swiss,
58659,Mister,2012-2013,Master,Materials Science and Engineering,Italian,
58660,Mister,2012-2013,Master,Electrical and Electronics Engineering,Swiss,
58661,Mister,2012-2013,Master,Microengineering,Swiss,
58662,Mister,2012-2013,Master,Computational science and Engineering,Swiss,
58663,Mister,2012-2013,Master,Civil Engineering,Swiss,
58664,Miss,2012-2013,Master,Architecture,Swiss,
58665,Mister,2012-2013,Master,Environmental Sciences and Engineering,Swiss,
58666,Mister,2012-2013,Master,Environmental Sciences and Engineering,Swiss,
58667,Mister,2012-2013,Master,Communication Systems,Swiss,
58668,Mister,2012-2013,Master,Architecture,Swiss,
58669,Mister,2012-2013,Bachelor,Chemistry and Chemical Engineering,Swiss,
58670,Mister,2012-2013,Master,Architecture,Swiss,
58671,Mister,2012-2013,Master,Computer Science,Swiss,
58672,Mister,2012-2013,Master,Architecture,Swiss,
58673,Miss,2012-2013,Bachelor,Architecture,Swiss,
58674,Miss,2012-2013,Master,Architecture,Swiss,
58675,Mister,2012-2013,Master,Applied Physics,Swiss,
58676,Miss,2012-2013,Master,Life Sciences and Technologies,Swiss,
58677,Mister,2012-2013,Master,Architecture,Swiss,
58678,Mister,2012-2013,Master,Architecture,Swiss,
58679,Mister,2012-2013,Master,Electrical and Electronics Engineering,Swiss,
58680,Mister,2012-2013,Master,Microengineering,Swiss,
58681,Mister,2012-2013,Master,Materials Science and Engineering,Swiss,
58682,Mister,2012-2013,Master,Civil Engineering,Swiss,
58683,Mister,2012-2013,Master,Architecture,Swiss,
58684,Mister,2012-2013,Master,Environmental Sciences and Engineering,Swiss,
58685,Miss,2012-2013,Master,Architecture,Swiss,
58686,Mister,2012-2013,Master,Architecture,Swiss,
58687,Mister,2012-2013,Master,Mechanical Engineering,French,
58688,Mister,2012-2013,Master,Physics,Swiss,
58689,Mister,2012-2013,Master,Architecture,Swiss,
58690,Miss,2012-2013,Master,Architecture,Swiss,
58691,Mister,2012-2013,Master,Mechanical Engineering,Swiss,
58692,Mister,2012-2013,Master,Mechanical Engineering,Swiss,
58693,Mister,2012-2013,Bachelor,Architecture,Swiss,
58694,Miss,2012-2013,Master,Architecture,Swiss,
58695,Mister,2012-2013,Master,Microengineering,Swiss,
58696,Mister,2012-2013,Master,Communication Systems,French,
58697,Miss,2012-2013,Master,Architecture,French,
58698,Mister,2012-2013,Master,Mechanical Engineering,French,
58699,Mister,2012-2013,Master,Environmental Sciences and Engineering,French,
58700,Mister,2012-2013,Master,Bioengineering,French,
58701,Mister,2012-2013,Master,Architecture,French,
58702,Mister,2012-2013,Master,Physics,Swiss,
58703,Mister,2012-2013,Master,Civil Engineering,Swiss,
58704,Mister,2012-2013,Master,Chemical Engineering and Biotechnology,Swiss,
58705,Mister,2012-2013,Master,Environmental Sciences and Engineering,Swiss,
58706,Mister,2012-2013,Master,Applied Physics,Swiss,
58707,Mister,2012-2013,Master,Molecular & Biological Chemistry,Spanish,
58708,Mister,2012-2013,Master,Communication Systems,Tunisian,
58709,Mister,2012-2013,Master,Computer Science,Swiss,
58710,Mister,2012-2013,Master,Computer Science,French,
58711,Miss,2012-2013,Master,Architecture,Swiss,
58712,Mister,2012-2013,Master,Microengineering,French,
58713,Mister,2012-2013,Master,Microengineering,Swiss,
58714,Mister,2012-2013,Master,Applied Physics,Swiss,
58715,Mister,2012-2013,Master,Microengineering,Swiss,
58716,Mister,2012-2013,Master,Communication Systems,Swiss,
58717,Mister,2012-2013,Master,Micro and Nanotechnologies for Integrated Systems,Swiss,
58718,Mister,2012-2013,Master,Life Sciences and Technologies,Austrian,
58719,Miss,2012-2013,Master,Architecture,Portuguese,
58720,Mister,2012-2013,Master,Architecture,Swiss,
58721,Mister,2012-2013,Master,Civil Engineering,Swiss,
58722,Miss,2012-2013,Master,Architecture,Swiss,
58723,Mister,2012-2013,Master,Mechanical Engineering,Swiss,
58724,Mister,2012-2013,Master,Mechanical Engineering,Swiss,
58725,Mister,2012-2013,Master,Mechanical Engineering,Lebanese,
58726,Miss,2012-2013,Master,Environmental Sciences and Engineering,Swiss,
58727,Miss,2012-2013,Master,Architecture,Swiss,
58728,Miss,2012-2013,Master,Mechanical Engineering,Swiss,
58729,Miss,2012-2013,Master,Chemical Engineering and Biotechnology,Swiss,
58730,Mister,2012-2013,Master,Mechanical Engineering,Swiss,
58731,Mister,2012-2013,Master,Communication Systems,Swiss,
58732,Mister,2012-2013,Bachelor,Life Sciences and Technologies,Swiss,
58733,Mister,2012-2013,Master,Mathematics,Swiss,
58734,Miss,2012-2013,Master,Computer Science,Swiss,
58735,Mister,2012-2013,Master,Molecular & Biological Chemistry,Swiss,
58736,Miss,2012-2013,Master,Bioengineering,Swiss,
58737,Mister,2012-2013,Master,Architecture,French,
58738,Miss,2012-2013,Master,Bioengineering,Swiss,
58739,Mister,2012-2013,Master,Life Sciences and Technologies,Swiss,
58740,Mister,2012-2013,Master,Civil Engineering,Swiss,
58741,Mister,2012-2013,Master,Mechanical Engineering,Swiss,
58742,Miss,2012-2013,Master,Microengineering,Swiss,
58743,Miss,2012-2013,Master,Architecture,French,
58744,Mister,2012-2013,Master,Physics,Belgian,
58745,Mister,2012-2013,Master,Computer Science,Moroccan,
58746,Mister,2012-2013,Master,Electrical and Electronics Engineering,Swiss,
58747,Miss,2012-2013,Master,Architecture,Swiss,
58748,Mister,2012-2013,Master,Management,Spanish,
58749,Mister,2012-2013,Master,Communication Systems,French,
58750,Mister,2012-2013,Bachelor,Materials Science and Engineering,Swiss,
58751,Mister,2012-2013,Master,Electrical and Electronics Engineering,French,
58752,Miss,2012-2013,Master,Architecture,French,
58753,Mister,2012-2013,Master,Microengineering,French,
58754,Miss,2012-2013,Master,Applied Mathematics,French,
58755,Miss,2012-2013,Master,Architecture,Italian,
58756,Mister,2012-2013,Master,Mechanical Engineering,French,
58757,Mister,2012-2013,Master,Mechanical Engineering,French,
58758,Mister,2012-2013,Master,Physics,Swiss,
58759,Mister,2012-2013,Master,Environmental Sciences and Engineering,French,
58760,Mister,2012-2013,Master,Architecture,Italian,
58761,Miss,2012-2013,Master,Bioengineering,Swiss,
58762,Miss,2012-2013,Master,Computer Science,Swiss,
58763,Mister,2012-2013,Master,Life Sciences and Technologies,Swiss,
58764,Miss,2012-2013,Master,Environmental Sciences and Engineering,Swiss,
58765,Mister,2012-2013,Master,Microengineering,Swiss,
58766,Mister,2012-2013,Master,Architecture,Swiss,
58767,Mister,2012-2013,Master,Applied Mathematics,Swiss,
58768,Mister,2012-2013,Master,Mechanical Engineering,Swiss,
58769,Miss,2012-2013,Master,Architecture,Swiss,
58770,Mister,2012-2013,Master,Materials Science and Engineering,German,
58771,Mister,2012-2013,Master,Mechanical Engineering,Tunisian,
58772,Mister,2012-2013,Master,Mechanical Engineering,Swiss,
58773,Mister,2012-2013,Master,Mechanical Engineering,French,
58774,Miss,2012-2013,Bachelor,Civil Engineering,Moroccan,
58775,Miss,2012-2013,Master,Chemical Engineering and Biotechnology,Moroccan,
